Día,Mes,Año,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Víctimas,Fuente,,,,,,
17,8,1986,Santander,Santa Elena del Opón,Vereda San Isidro,Fuerza Pública,Ejército Nacional,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 74",,,,,,
20,8,1986,Huila ,Algeciras,Vereda Betania,Fuerza Pública,Ejército Nacional,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 75",,,,,,
22,8,1986,Quindío,Armenia,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 75",,,,,,
23,8,1986,Quindío,Circasia,,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 75",,,,,,
24,8,1986,Santander,Puerto Parra,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 76",,,,,,
29,8,1986,Huila ,Algeciras,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 77",,,,,,
29,8,1986,Santander,Bucaramanga,Vía a Café Madrid,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 77",,,,,,
30,8,1986,Risaralda,Dosquebradas,Cabecera Municipal,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 78",,,,,,
30,8,1986,Santander,Barrancabermeja,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 78",,,,,,
30,8,1986,Cauca,El Tambo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 78",,,,,,
30,8,1986,Cauca,Rosas,Vereda Pan de Azucar,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 78",,,,,,
31,8,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 79",,,,,,
1,9,1986,Meta,Villavicencio,Cabecera Municipal,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 79",,,,,,
1,9,1986,Cauca,Villa Rica,Vereda Manzanita,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 80",,,,,,
3,9,1986,Meta,Villavicencio,Vía a Acacías,Desconocidos,Desconocidos,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 81",,,,,,
3,9,1986,Nariño,Pasto,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 81",,,,,,
7,9,1986,Cauca,Inzá,Vereda Hato,Fuerza Pública,Ejército Nacional,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 83",,,,,,
7,9,1986,Santander,San Vicente de Chucuri,Vereda Santa Inés,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 83",,,,,,
7,9,1986,Arauca,Saravena,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 82",,,,,,
7,9,1986,Putumayo,Mocoa,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 82",,,,,,
8,9,1986, Antioquia,Apartadó,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,3,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 83",,,,,,
8,9,1986, Antioquia,Barbosa,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 83",,,,,,
8,9,1986, Antioquia,Turbo,Corregimiento Currulao,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 83",,,,,,
8,9,1986,Cauca,Cajibio,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 83",,,,,,
12,9,1986,Bolívar,Morales,Vereda Corcovado,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 85",,,,,,
12,9,1986,Santander,Santa Elena del Opón,Vereda Cometales,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 85",,,,,,
14,9,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 86",,,,,,
15,9,1986,Santander,Santa Elena del Opón,Corregimiento San Pablo,Grupos Paramilitares,Grupos Paramilitares,3,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 86",,,,,,
17,9,1986,Santander,Suratá,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 86",,,,,,
17,9,1986,Valle del Cauca,Palmira,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 86",,,,,,
18,9,1986,Valle del Cauca,Cali,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 87",,,,,,
19,9,1986,Valle del Cauca,Zarzal,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 88",,,,,,
20,9,1986, Antioquia,Itagüí,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 88",,,,,,
20,9,1986,Cesar,Valledupar,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 89",,,,,,
20,9,1986, Antioquia,Caldas,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 88",,,,,,
20,9,1986,Valle del Cauca,Palmira,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 89",,,,,,
24,9,1986, Antioquia,Caracolí,Vereda Sardinas,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 91",,,,,,
26,9,1986, Antioquia,Medellín,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 92",,,,,,
26,9,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 92",,,,,,
28,9,1986,Putumayo,Mocoa,Vía a Pepinito,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 93",,,,,,
29,9,1986,Cundinamarca,Yacopí,Vereda Los Almendros,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 94",,,,,,
29,9,1986,Santander,Barbosa,Vía a Guavatá,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 93",,,,,,
1,10,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 94",,,,,,
3,10,1986,Valle del Cauca,Cali,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 94",,,,,,
5,10,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 95",,,,,,
7,10,1986,Santander,Chipatá,Vereda San Miguel,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 95",,,,,,
7,10,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 95",,,,,,
8,10,1986,Valle del Cauca,Sevilla,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 95",,,,,,
9,10,1986,Cauca,El Tambo,Vereda Palmicha,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 96",,,,,,
9,10,1986,Risaralda,Pereira,Vía a Marsella,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 96",,,,,,
9,10,1986,Meta,Granada,IP Puerto Caldas,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 96",,,,,,
9,10,1986,Meta,Puerto Lleras,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 96",,,,,,
10,10,1986,Valle del Cauca,Cali,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 96",,,,,,
10,10,1986,Santander,Bucaramanga,,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 96",,,,,,
14,10,1986, Antioquia,Santo Domingo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 97",,,,,,
15,10,1986,Santander,Bucaramanga,Cabecera Municipal - Barrio San Francisco,Grupos Paramilitares,Grupos Paramilitares,3,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 97",,,,,,
16,10,1986, Antioquia,Andes,IP Tapartó,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 98",,,,,,
17,10,1986,Caquetá,Florencia,IP San Antonio de Getucha - Vereda El Danubio,Grupos Paramilitares,Grupos Paramilitares,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 98",,,,,,
17,10,1986,Santander,Bolívar,Vereda Granadilla,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 98",,,,,,
19,10,1986,Valle del Cauca,Tuluá,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 98",,,,,,
19,10,1986,Tolima ,Rioblanco,,Fuerza Pública,Ejército Nacional,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 98",,,,,,
19,10,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 98",,,,,,
21,10,1986,Caquetá,San Vicente del Caguán,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 99",,,,,,
24,10,1986,Santander,Betulia,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 101",,,,,,
26,10,1986,Boyacá,Muzo,Cabecera Municipal,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 101",,,,,,
26,10,1986, Antioquia,Turbo,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 101",,,,,,
27,10,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 101",,,,,,
28,10,1986,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 102",,,,,,
29,10,1986,Meta,Cubarral,Sitio El Dorado,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 102",,,,,,
1,11,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 103",,,,,,
2,11,1986,Meta,Acacías,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 103",,,,,,
2,11,1986,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 103",,,,,,
4,11,1986,Cauca,Santander de Quilichao,,Fuerza Pública,Policía Nacional,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 103",,,,,,
8,11,1986,Meta,Acacías,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 105",,,,,,
9,11,1986,Valle del Cauca,Buenaventura,Cabecera Municipal - Barrio Rockfeller,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 105",,,,,,
9,11,1986,Caldas,Aguadas,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 105",,,,,,
10,11,1986,Cauca,Morales,Vereda Quingos,Desconocidos,Desconocidos,2,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 106",,,,,,
10,11,1986, Antioquia,Apartadó,,Grupos Paramilitares,Grupos Paramilitares,3,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 105",,,,,,
10,11,1986, Antioquia,Chigorodó,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 106",,,,,,
10,11,1986,Meta,Villavicencio,,Grupos Paramilitares,Grupos Paramilitares,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 106",,,,,,
11,11,1986, Antioquia,Apartadó,,Desconocidos,Desconocidos,1,"Comité Permanente Por la Defensa de los Derechos Humanos, Itinerario de la Represión y la Violencia Institucionalizadas 1986, Pp. 107",,,,,,
